Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3
Nyan Koi!,"Comedy,Romance",3231,792,7.15,12,24 min. per ep.,TV ,Oct 2009 , Dec 2009,266835,7.65,1958.0,1978.0,9639.0,35,"Aug  10, 2007 to Jan  7, 2015",['Seinen'],Comic Meteor,"Fujiwara, Sato (Story & Art)",True,Comedy,Romance,
Ushio to Tora,"Action,Comedy,Horror",3165,5027,7.16,10,30 min. per ep.,OVA ,Sep 1992 , Aug 1993,14800,7.88,1051.0,2218.0,8761.0,313,"Feb  10, 1990 to Oct  9, 1996",['Shounen'],Shounen Sunday,"Fujita, Kazuhiro (Story & Art)",True,Action,Comedy,Horror
Tenchi Souzou Design-bu,"Comedy,Fantasy,Slice of Life",3162,2249,7.16,12,23 min. per ep.,TV ,Jan 2021 , Mar 2021,79982,7.33,4413.0,6209.0,3026.0,Unknown,"Feb  22, 2017 to ?",['Seinen'],Morning Two,"Suzuki, Tsuta (Story), Hebizou (Story), Tarako (Art)",True,Comedy,Fantasy,Slice of Life
Ultra Maniac,"Comedy,Romance",3164,3413,7.16,26,24 min. per ep.,TV ,May 2003 , Nov 2003,34308,7.45,3280.0,1704.0,11299.0,25,Feb  2002 to Jan  2004,['Shoujo'],Ribon Magazine,"Yoshizumi, Wataru (Story & Art)",True,Comedy,Romance,
Youkai Apartment no Yuuga na Nichijou,"Slice of Life,Supernatural",3142,2322,7.17,26,23 min. per ep.,TV ,Jul 2017 , Dec 2017,68955,7.57,2382.0,4710.0,4112.0,Unknown,"May  26, 2011 to ?",['Shounen'],Shounen Sirius,"Kouzuki, Hinowa (Story), Miyama, Waka (Art)",True,Slice of Life,Supernatural,
Pumpkin Scissors,"Action,Comedy,Drama",3125,3014,7.17,24,23 min. per ep.,TV ,Oct 2006 , Mar 2007,44057,7.79,1331.0,3973.0,4991.0,126,"2002 to Mar  6, 2020",['Shounen'],Shounen Magazine (Monthly),"Iwanaga, Ryoutarou (Story & Art)",True,Action,Comedy,Drama
Gingitsune,"Slice of Life,Supernatural",3113,2533,7.17,12,24 min. per ep.,TV ,Oct 2013 , Dec 2013,58421,7.08,7492.0,11203.0,1439.0,Unknown,"Feb  19, 2008 to ?",['Seinen'],Ultra Jump,"Ochiai, Sayori (Story & Art)",True,Slice of Life,Supernatural,
Gokushufudou,"Comedy,Romance,Slice of Life",3114,610,7.17,5,17 min. per ep.,ONA ,Apr 2021 , Apr 2021,425817,8.13,517.0,95.0,123876.0,Unknown,"Feb  23, 2018 to ?",[],Kurage Bunch,"Oono, Kousuke (Story & Art)",True,Comedy,Romance,Slice of Life
Deadman Wonderland,"Action,Horror,Sci-Fi,Supernatural",3105,95,7.17,12,24 min. per ep.,TV ,Apr 2011 , Jul 2011,1246494,7.94,875.0,35.0,199385.0,58,"Apr  26, 2007 to Jul  26, 2013",['Shounen'],Shounen Ace,"Kondou, Kazuma (Story & Art), Kataoka, Jinsei (Story & Art)",True,Action,Horror,Sci-Fi
Date A Live,"Comedy,Romance,Sci-Fi",3102,137,7.17,12,25 min. per ep.,TV ,Apr 2013 , Jun 2013,1043999,8.19,430.0,983.0,17964.0,146,"Mar  19, 2011 to Mar  19, 2020",[],,"Tachibana, Koushi (Story), Tsunako (Art)",True,Comedy,Romance,Sci-Fi
Dash! Kappei,"Comedy,Sports,Ecchi",3101,7396,7.17,65,25 min. per ep.,TV ,Oct 1981 , Dec 1982,5906,7.31,4630.0,23316.0,438.0,157,Oct  1979 to Oct  1982,[],Shounen Sunday,"Rokuda, Noboru (Story & Art)",True,Comedy,Sports,Ecchi
Mahoutsukai Precure!,"Action,Fantasy,Slice of Life",3020,5228,7.19,50,24 min. per ep.,TV ,Feb 2016 , Jan 2017,14730,7.27,5079.0,25131.0,378.0,14,"Feb  3, 2016 to Dec  28, 2016",['Shoujo'],Nakayoshi,"Toudou, Izumi (Story), Kamikita, Futago (Art)",True,Action,Fantasy,Slice of Life
Kuzu no Honkai,"Drama,Romance",3018,275,7.19,12,22 min. per ep.,TV ,Jan 2017 , Mar 2017,692480,7.24,5396.0,301.0,52566.0,60,"Sep  24, 2012 to May  25, 2018",['Seinen'],Big Gangan,"Yokoyari, Mengo (Story & Art)",True,Drama,Romance,
Housekishou Richard-shi no Nazo Kantei,"Drama,Mystery,Slice of Life",3012,2451,7.19,12,23 min. per ep.,TV ,Jan 2020 , Mar 2020,68465,7.31,4665.0,13419.0,1116.0,Unknown,"Nov  28, 2019 to ?",['Josei'],Comic ZERO-SUM,"Tsujimura, Nanako (Story), Akatsuki, Mika (Art)",True,Drama,Mystery,Slice of Life
Boku wa Tomodachi ga Sukunai,"Comedy,Romance,Ecchi",3001,196,7.19,12,24 min. per ep.,TV ,Oct 2011 , Dec 2011,814409,7.55,2520.0,721.0,24075.0,109,"Mar  27, 2010 to Dec  26, 2020",['Seinen'],Comic Alive,"Hirasaka, Yomi (Story), Itachi (Art)",True,Comedy,Romance,Ecchi
Kaze no Stigma,"Action,Romance,Supernatural",2990,428,7.2,24,24 min. per ep.,TV ,Apr 2007 , Sep 2007,456434,7.59,2310.0,5935.0,3177.0,39,"Jan  19, 2002 to Oct  20, 2005",[],,"Nanto, Hanamaru (Art), Yamato, Takahiro (Story)",True,Action,Romance,Supernatural
"Inari, Konkon, Koi Iroha.","Comedy,Romance,Supernatural",2987,1261,7.2,10,24 min. per ep.,TV ,Jan 2014 , Mar 2014,166946,7.84,1169.0,982.0,18021.0,53,"Jul  3, 2010 to Apr  4, 2015",['Seinen'],Young Ace,"Yoshida, Morohe (Story & Art)",True,Comedy,Romance,Supernatural
Higurashi no Naku Koro ni Gou,"Horror,Mystery,Supernatural,Suspense",2985,830,7.2,24,23 min. per ep.,TV ,Oct 2020 , Mar 2021,278474,7.54,2639.0,8304.0,2138.0,15,"Oct  2, 2020 to Sep  24, 2021",[],Young Ace UP,"Ryukishi07 (Story), Akase, Tomato (Art)",True,Horror,Mystery,Supernatural
Denki-gai no Honya-san,"Comedy,Slice of Life",2977,1476,7.2,12,23 min. per ep.,TV ,Oct 2014 , Dec 2014,130958,7.46,3206.0,2198.0,8837.0,107,"Jun  4, 2011 to Nov  4, 2017",['Seinen'],Comic Flapper,"Mizu, Asato (Story & Art)",True,Comedy,Slice of Life,
Cat's Eye,"Action,Adventure,Comedy,Mystery,Romance",3002,4408,7.19,73,25 min. per ep.,TV ,Jul 1983 , Jul 1985,22780,7.38,3855.0,5578.0,3424.0,135,"Jun  16, 1981 to Jan  15, 1985",['Shounen'],Shounen Jump (Weekly),"Hojo, Tsukasa (Story & Art)",True,Action,Adventure,Comedy
Dimension W,"Action,Sci-Fi",2980,697,7.2,12,24 min. per ep.,TV ,Jan 2016 , Mar 2016,300333,7.59,2284.0,1274.0,14710.0,116,"Sep  16, 2011 to Jun  25, 2019",['Seinen'],Young Gangan,"Iwahara, Yuji (Story & Art)",True,Action,Sci-Fi,
Wagaya no Oinari-sama.,"Adventure,Fantasy,Supernatural",2968,3410,7.2,24,24 min. per ep.,TV ,Apr 2008 , Sep 2008,32948,7.03,8229.0,12490.0,1242.0,67,"Feb  27, 2007 to May  27, 2013",['Shounen'],Dengeki Daioh,"Shibamura, Jin (Story), Matsukaze, Suiren (Art)",True,Adventure,Fantasy,Supernatural
Sword Art Online,"Action,Adventure,Fantasy,Romance",2957,5,7.2,25,23 min. per ep.,TV ,Jul 2012 , Dec 2012,3093559,7.99,752.0,252.0,61719.0,Unknown,"Apr  10, 2009 to ?",[],,"BUNBUN (Art), Kawahara, Reki (Story)",True,Action,Adventure,Fantasy
Ayashi no Ceres,"Adventure,Comedy,Drama,Horror,Romance,Supernatural",2973,2446,7.2,24,21 min. per ep.,TV ,Apr 2000 , Sep 2000,63114,7.57,2399.0,1331.0,14243.0,83,"Aug  5, 1996 to Jan  20, 2000",['Shoujo'],Sho-Comi,"Watase, Yuu (Story & Art)",True,Adventure,Comedy,Drama
Tactics,"Comedy,Drama,Mystery,Supernatural",2942,3023,7.21,25,24 min. per ep.,TV ,Oct 2004 , Mar 2005,41687,7.35,4187.0,5722.0,3309.0,82,"Dec  18, 2000 to Apr  15, 2013",['Shoujo'],Comic Avarus,"Kinoshita, Sakura (Story & Art), Higashiyama, Kazuko (Story & Art)",True,Comedy,Drama,Mystery
Ou Dorobou Jing,"Adventure,Comedy,Fantasy,Sci-Fi",2935,3183,7.21,13,24 min. per ep.,TV ,May 2002 , Aug 2002,38405,7.36,4052.0,4550.0,4277.0,39,"Mar  15, 1995 to Apr  15, 1998",['Shounen'],Comic Bonbon,"Kumakura, Yuuichi (Story & Art)",True,Adventure,Comedy,Fantasy
Nogizaka Haruka no Himitsu,"Comedy,Romance",2931,1428,7.21,12,25 min. per ep.,TV ,Jul 2008 , Sep 2008,135348,7.38,3866.0,6392.0,2933.0,29,"Aug  26, 2006 to Jun  26, 2010",[],Dengeki Moeoh,"Miyama, Yasuhiro (Art), Igarashi, Yuusaku (Story)",True,Comedy,Romance,
Mahou no Tenshi Creamy Mami,"Comedy,Fantasy,Romance,Sci-Fi",2925,5073,7.21,52,24 min. per ep.,TV ,Jul 1983 , Jun 1984,15567,7.36,4067.0,16447.0,816.0,Unknown,1983,['Shoujo'],,"Ito, Kazunori (Story), Kitagawa, Yuuko (Art)",True,Comedy,Fantasy,Romance
Kyou no 5 no 2,"Comedy,Ecchi",2920,3504,7.21,4,29 min. per ep.,OVA ,Mar 2006 , Mar 2007,31026,7.13,6774.0,5416.0,3524.0,23,"Apr  20, 2002 to Jun  20, 2003",['Seinen'],Bessatsu Young Magazine,"Sakuraba, Coharu (Story & Art)",True,Comedy,Ecchi,
Munou na Nana,"Supernatural,Suspense",2951,736,7.2,13,23 min. per ep.,TV ,Oct 2020 , Dec 2020,336956,7.46,3241.0,697.0,25055.0,Unknown,"May  12, 2016 to ?",['Shounen'],Shounen Gangan,"Loose Boy (Story), Furuya, Iori (Art)",True,Supernatural,Suspense,
Kuma Kuma Kuma Bear,"Adventure,Comedy,Fantasy",2919,1520,7.21,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,165133,7.74,1506.0,4455.0,4371.0,Unknown,"May  29, 2015 to ?",[],,"029 (Art), Kumanano (Story)",True,Adventure,Comedy,Fantasy
Mirai Nikki,"Action,Supernatural",2929,903,7.21,1,8 min.,OVA ,Dec 2010 , Dec 2010,240848,7.66,1866.0,124.0,104107.0,59,"Jan  26, 2006 to Dec  25, 2010",['Shounen'],Shounen Ace,"Esuno, Sakae (Story & Art)",True,Action,Supernatural,
Kaijuu no Kodomo,"Drama,Mystery,Supernatural",2891,1958,7.22,1,1 hr. 51 min.,Movie ,Jun 2019 , Jun 2019,112600,7.97,798.0,1150.0,15748.0,43,"Dec  24, 2005 to Sep  24, 2011",['Seinen'],Ikki,"Igarashi, Daisuke (Story & Art)",True,Drama,Mystery,Supernatural
07-Ghost,"Action,Fantasy",2901,967,7.21,25,23 min. per ep.,TV ,Apr 2009 , Sep 2009,213991,7.91,944.0,508.0,33474.0,100,"Apr  28, 2005 to Aug  28, 2013",['Josei'],Comic ZERO-SUM,"Amemiya, Yuki (Story), Ichihara, Yukino (Art)",True,Action,Fantasy,
Hakushaku to Yousei,"Adventure,Fantasy,Romance",2886,1545,7.22,12,25 min. per ep.,TV ,Sep 2008 , Dec 2008,127215,7.67,1826.0,5363.0,3561.0,Unknown,"Mar  3, 2004 to Dec  27, 2013",['Shoujo'],,"Takaboshi, Asako (Art), Tani, Mizue (Story)",True,Adventure,Fantasy,Romance
Kamichama Karin,"Comedy,Fantasy,Romance",2894,2685,7.22,26,24 min. per ep.,TV ,Apr 2007 , Sep 2007,53301,7.51,2785.0,1586.0,12175.0,32,"Nov  2, 2002 to Apr  3, 2008",['Shoujo'],Nakayoshi,Koge-Donbo* (Story & Art),True,Comedy,Fantasy,Romance
Genjitsu Shugi Yuusha no Oukoku Saikenki,"Action,Fantasy,Romance",2881,691,7.22,13,24 min. per ep.,TV ,Jul 2021 , Sep 2021,396993,7.74,1509.0,1702.0,11308.0,Unknown,"May  25, 2016 to ?",[],,"Dozeumaru (Story), Fuyuyuki (Art)",True,Action,Fantasy,Romance
Ben-To,"Action,Comedy,Gourmet",2865,632,7.22,12,24 min. per ep.,TV ,Oct 2011 , Dec 2011,329930,7.22,5703.0,8411.0,2105.0,Unknown,"Feb  21, 2008 to Feb  25, 2014",[],,"Asaura (Story), Shibano, Kaito (Art)",True,Action,Comedy,Gourmet
Uragiri wa Boku no Namae wo Shitteiru,"Adventure,Boys Love,Drama,Fantasy",2858,1823,7.22,24,23 min. per ep.,TV ,Apr 2010 , Sep 2010,101761,7.88,1049.0,1609.0,11972.0,68,"Sep  24, 2005 to Apr  24, 2017",['Shoujo'],Asuka,"Odagiri, Hotaru (Story & Art)",True,Adventure,Boys Love,Drama
Fantasy Bishoujo Juniku Ojisan to,"Adventure,Comedy,Fantasy",2876,1615,7.22,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,175701,7.51,2841.0,1817.0,10540.0,Unknown,"Nov  18, 2019 to ?",[],Cycomics,"Chibimaru (Art), Tsurusaki, Yuu (Story)",True,Adventure,Comedy,Fantasy
Saiyuuki Reload Blast,"Action,Adventure,Comedy,Drama,Supernatural",2851,3085,7.22,12,23 min. per ep.,TV ,Jul 2017 , Sep 2017,41204,8.04,679.0,4650.0,4174.0,Unknown,"Dec  28, 2009 to ?",['Josei'],Comic ZERO-SUM,"Minekura, Kazuya (Story & Art)",True,Action,Adventure,Comedy
Spiral: Suiri no Kizuna,"Drama,Mystery",2829,2646,7.23,25,23 min. per ep.,TV ,Oct 2002 , Mar 2003,53204,7.95,840.0,1588.0,12158.0,78,"Aug  11, 1999 to Oct  12, 2005",['Shounen'],Shounen Gangan,"Shirodaira, Kyou (Story), Mizuno, Eita (Art)",True,Drama,Mystery,
Sabikui Bisco,"Action,Adventure,Fantasy,Sci-Fi",2825,1050,7.23,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,252365,7.53,2699.0,8087.0,2213.0,Unknown,"Mar  10, 2018 to ?",[],,"Akagishi K (Art), Cobkubo, Shinji (Story)",True,Action,Adventure,Fantasy
Nagasarete Airantou,"Comedy,Fantasy,Romance,Ecchi",2821,1795,7.23,26,24 min. per ep.,TV ,Apr 2007 , Sep 2007,103329,7.58,2321.0,2198.0,8837.0,Unknown,"Dec  12, 2001 to ?",['Shounen'],Shounen Gangan,"Fujishiro, Takeshi (Story & Art)",True,Comedy,Fantasy,Romance
Grancrest Senki,"Action,Drama,Fantasy,Romance",2806,727,7.23,24,23 min. per ep.,TV ,Jan 2018 , Jun 2018,313655,7.15,6610.0,9719.0,1752.0,46,"Aug  20, 2013 to Mar  20, 2018",[],,"Miyuu (Art), Mizuno, Ryou (Story)",True,Action,Drama,Fantasy
Ginga Densetsu Weed,"Adventure,Drama",2804,4832,7.23,26,24 min. per ep.,TV ,Nov 2005 , May 2006,16055,7.51,2797.0,7699.0,2347.0,500,"May  1999 to Jul  3, 2009",['Seinen'],Manga Goraku,"Takahashi, Yoshihiro (Story & Art)",True,Adventure,Drama,
Juu Ou Sei,"Action,Adventure,Drama,Mystery,Sci-Fi",2812,2219,7.23,11,22 min. per ep.,TV ,Apr 2006 , Jun 2006,74076,7.39,3822.0,10478.0,1582.0,16,1993 to  2003,['Shoujo'],LaLa,"Itsuki, Natsumi (Story & Art)",True,Action,Adventure,Drama
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Action,Adventure,Comedy,Fantasy,Romance",2803,228,7.23,12,24 min. per ep.,TV ,Jul 2019 , Sep 2019,824547,7.14,6745.0,7551.0,2406.0,Unknown,"Dec  6, 2019 to ?",['Seinen'],Young Gangan,"Yamachi, Taisei (Art), Omori, Fujino (Story)",True,Action,Adventure,Comedy
Kyuuketsuki Sugu Shinu,"Comedy,Supernatural",2815,2327,7.23,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,92256,7.23,5568.0,7844.0,2298.0,Unknown,"Jun  25, 2015 to ?",['Shounen'],Shounen Champion (Weekly),"Bonnoki, Itaru (Story & Art)",True,Comedy,Supernatural,
Inukami!,"Comedy,Romance,Supernatural,Ecchi",2784,2253,7.24,26,23 min. per ep.,TV ,Apr 2006 , Sep 2006,70321,7.51,2819.0,21304.0,522.0,Unknown,"Jan  10, 2003 to May  10, 2007",[],,"Arisawa, Mamizu (Story), Wakatsuki, Kanna (Art)",True,Comedy,Romance,Supernatural
Kiniro Mosaic,"Comedy,Slice of Life",2787,1116,7.24,12,24 min. per ep.,TV ,Jul 2013 , Sep 2013,184412,7.72,1591.0,5187.0,3709.0,148,"Apr  19, 2010 to Mar  19, 2020",['Seinen'],Manga Time Kirara MAX,"Hara, Yui (Story & Art)",True,Comedy,Slice of Life,
H2,"Comedy,Romance,Sports",2778,5835,7.24,41,24 min. per ep.,TV ,Jun 1995 , Mar 1996,10398,8.19,431.0,1754.0,10932.0,338,1992 to  1999,['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True,Comedy,Romance,Sports
Fate/kaleid liner Prisma☆Illya 2wei!,"Action,Comedy,Fantasy",2775,1288,7.24,10,23 min. per ep.,TV ,Jul 2014 , Sep 2014,165900,7.39,3844.0,2285.0,8522.0,31,"Apr  26, 2009 to Mar  26, 2012",[],Comp Ace,"Hiroyama, Hiroshi (Story & Art)",True,Action,Comedy,Fantasy
Darling in the FranXX,"Action,Drama,Romance,Sci-Fi",2772,61,7.24,24,24 min. per ep.,TV ,Jan 2018 , Jul 2018,1661415,7.5,2896.0,417.0,39680.0,60,"Jan  14, 2018 to Jan  26, 2020",['Shounen'],Shounen Jump+,"Yabuki, Kentarou (Art), Code",True,Action,Drama,Romance
Canaan,"Action,Sci-Fi,Supernatural",2769,931,7.24,13,23 min. per ep.,TV ,Jul 2009 , Sep 2009,232880,7.2,5891.0,8106.0,2209.0,24,"Jun  26, 2009 to Jan  26, 2011",[],Comp Ace,"Ishida, Akira (Art)",True,Action,Sci-Fi,Supernatural
Hyakko,"Comedy,Slice of Life",2783,2864,7.24,13,24 min. per ep.,TV ,Oct 2008 , Dec 2008,45557,7.57,2413.0,8723.0,2002.0,Unknown,2006 to ?,['Shounen'],FlexComix Blood,"Katou, Haruaki (Story & Art)",True,Comedy,Slice of Life,
Hitsugi no Chaika,"Action,Adventure,Comedy,Fantasy,Romance",2782,529,7.24,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,382654,7.44,3346.0,7040.0,2614.0,60,"Dec  18, 2010 to Mar  20, 2015",[],,"Sakaki, Ichirou (Story), Namaniku ATK (Art)",True,Action,Adventure,Comedy
Dantalian no Shoka,"Action,Mystery,Supernatural",2771,1346,7.24,12,25 min. per ep.,TV ,Jul 2011 , Oct 2011,150837,7.49,2951.0,7784.0,2315.0,50,"Feb  29, 2008 to Feb  28, 2011",[],The Sneaker,"Mikumo, Gakuto (Story), G-Yuusuke (Art)",True,Action,Mystery,Supernatural
Tottemo! Luckyman,"Comedy,Sci-Fi",2763,9133,7.24,50,24 min. per ep.,TV ,Apr 1994 , Mar 1995,3835,7.72,1609.0,19269.0,630.0,189,"Aug  3, 1993 to Jun  24, 1997",['Shounen'],Shounen Jump (Weekly),"Gamou, Hiroshi (Story & Art)",True,Comedy,Sci-Fi,
Needless,"Action,Comedy,Sci-Fi,Ecchi",2748,1371,7.24,24,24 min. per ep.,TV ,Jul 2009 , Dec 2009,143349,7.59,2309.0,2098.0,9202.0,114,"Oct  18, 2003 to Jun  19, 2013",['Seinen'],Ultra Jump,"Imai, Kami (Story & Art)",True,Action,Comedy,Sci-Fi
Tekken Chinmi,"Action,Adventure",2761,7931,7.24,20,24 min. per ep.,TV ,Jul 1988 , Dec 1988,4781,7.68,1760.0,9234.0,1864.0,162,"Apr  18, 1984 to Apr  17, 1997",['Shounen'],Shounen Magazine (Monthly),"Maekawa, Takeshi (Story & Art)",True,Action,Adventure,
Petshop of Horrors,"Horror,Mystery,Supernatural",2735,2397,7.25,4,23 min. per ep.,TV ,Mar 1999 , Mar 1999,69904,8.25,357.0,527.0,32051.0,41,1995 to  1998,['Josei'],Horror M,"Akino, Matsuri (Story & Art)",True,Horror,Mystery,Supernatural
Slow Loop,"Slice of Life,Sports",2739,2759,7.25,12,24 min. per ep.,TV ,Jan 2022 , Mar 2022,63856,7.41,3650.0,11140.0,1448.0,Unknown,"Apr  24, 2018 to ?",[],Manga Time Kirara Forward,"Uchino, Maiko (Story & Art)",True,Slice of Life,Sports,
Midori no Hibi,"Comedy,Drama,Romance,Ecchi",2725,1255,7.25,13,24 min. per ep.,TV ,Apr 2004 , Jun 2004,169766,7.77,1390.0,822.0,21335.0,86,"Sep  18, 2002 to Jul  21, 2004",['Shounen'],Shounen Sunday,"Inoue, Kazurou (Story & Art)",True,Comedy,Drama,Romance
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,"Drama,Romance,Slice of Life",2703,3798,7.26,12,23 min. per ep.,TV ,Jul 2008 , Sep 2008,28095,7.05,7893.0,15568.0,893.0,10,"Feb  26, 2008 to Nov  26, 2008",['Shounen'],Shounen Ace,"Yamada, Norie (Story), Yoshizuki, Kumichi (Art)",True,Drama,Romance,Slice of Life
Amanchu!,"Comedy,Slice of Life",2706,1891,7.25,12,23 min. per ep.,TV ,Jul 2016 , Sep 2016,93865,7.78,1359.0,2032.0,9396.0,102,"Nov  29, 2008 to May  10, 2021",['Shounen'],MAGCOMI,"Amano, Kozue (Story & Art)",True,Comedy,Slice of Life,
Darwin's Game,"Action,Mystery,Sci-Fi",2711,394,7.25,11,26 min. per ep.,TV ,Jan 2020 , Mar 2020,564865,7.6,2214.0,326.0,48482.0,Unknown,"Dec  12, 2012 to Oct  12, 2023",['Shounen'],Bessatsu Shounen Champion,FLIPFLOPs (Story & Art),True,Action,Mystery,Sci-Fi
Beelzebub-jou no Okinimesu mama.,"Comedy,Fantasy,Romance",2707,1965,7.25,12,24 min. per ep.,TV ,Oct 2018 , Dec 2018,98503,7.63,2050.0,4482.0,4341.0,83,"Jul  10, 2015 to May  12, 2020",['Shounen'],Shounen Gangan,matoba (Story & Art),True,Comedy,Fantasy,Romance
Accel World,"Action,Romance,Sci-Fi",2704,234,7.25,24,24 min. per ep.,TV ,Apr 2012 , Sep 2012,717865,7.76,1441.0,2157.0,9006.0,Unknown,"Feb  10, 2009 to ?",[],,"Kawahara, Reki (Story), HIMA (Art)",True,Action,Romance,Sci-Fi
Zero no Tsukaima,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",2670,193,7.26,13,23 min. per ep.,TV ,Jul 2006 , Sep 2006,823637,7.82,1218.0,1825.0,10505.0,222,"Jun  25, 2004 to Feb  24, 2017",[],,"Yamaguchi, Noboru (Story), Usatsuka, Eiji (Art)",True,Action,Adventure,Comedy
Break Blade,"Action,Fantasy",2677,1895,7.26,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,96191,7.72,1605.0,919.0,19214.0,106,"Sep  12, 2006 to Oct  12, 2022",['Shounen'],Comic Meteor,"Yoshinaga, Yunosuke (Story & Art)",True,Action,Fantasy,
Tiger Mask,"Action,Drama,Sports",2663,5722,7.26,105,23 min. per ep.,TV ,Oct 1969 , Sep 1971,11139,7.14,6647.0,13357.0,1125.0,70,Jan  1968 to  1971,['Shounen'],Bokura,"Kajiwara, Ikki (Story), Tsuji, Naoki (Art)",True,Action,Drama,Sports
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy,Ecchi",2658,221,7.26,12,23 min. per ep.,TV ,Jul 2015 , Sep 2015,814206,7.55,2539.0,3787.0,5244.0,64,"Jul  18, 2012 to Feb  18, 2016",[],,"Akagi, Hirotaka (Story), Shimotsuki, Eight (Art)",True,Comedy,Ecchi,
Slayers Revolution,"Adventure,Comedy,Fantasy",2659,3198,7.26,13,23 min. per ep.,TV ,Jul 2008 , Sep 2008,38222,7.08,7452.0,13566.0,1101.0,6,Dec  2008,[],Dragon Age,"Kanzaka, Hajime (Story), Hyouju, Issei (Art)",True,Adventure,Comedy,Fantasy
Heavy Object,"Action,Sci-Fi",2692,1320,7.26,24,23 min. per ep.,TV ,Oct 2015 , Mar 2016,155472,7.71,1656.0,6633.0,2821.0,115,"Oct  10, 2009 to Oct  8, 2021",[],,"Kamachi, Kazuma (Story), Nagi, Ryou (Art)",True,Action,Sci-Fi,
Erementar Gerad,"Adventure,Comedy,Fantasy,Romance",2685,1857,7.26,26,24 min. per ep.,TV ,Apr 2005 , Sep 2005,96586,7.47,3109.0,2096.0,9206.0,96,"Feb  28, 2002 to Dec  28, 2009",['Shounen'],Comic Blade,"Azuma, Mayumi (Story & Art)",True,Adventure,Comedy,Fantasy
Nabari no Ou,"Action,Comedy,Drama,Fantasy,Supernatural",2622,1214,7.27,26,24 min. per ep.,TV ,Apr 2008 , Sep 2008,167594,7.93,907.0,784.0,22356.0,72,"May  18, 2004 to Aug  18, 2010",['Shounen'],GFantasy,"Kamatani, Yuhki (Story & Art)",True,Action,Comedy,Drama
Natsu no Arashi!,"Comedy,Romance,Supernatural",2650,2652,7.26,13,23 min. per ep.,TV ,Apr 2009 , Jun 2009,55095,7.12,6927.0,8242.0,2160.0,50,"Aug  26, 2006 to Sep  22, 2010",['Shounen'],,"Kobayashi, Jin (Story & Art)",True,Comedy,Romance,Supernatural
Natsuyuki Rendezvous,"Drama,Romance,Supernatural",2623,2057,7.27,11,23 min. per ep.,TV ,Jul 2012 , Sep 2012,84154,7.38,3923.0,3831.0,5177.0,24,"Jun  8, 2009 to Dec  8, 2011",['Josei'],Feel Young,"Kawachi, Haruka (Story & Art)",True,Drama,Romance,Supernatural
Kyouran Kazoku Nikki,"Comedy,Sci-Fi",2613,3618,7.27,26,24 min. per ep.,TV ,Apr 2008 , Oct 2008,29116,7.09,7365.0,20584.0,558.0,25,Nov  2007 to Jan  2010,[],FBonline,"Akira (Story), Weshica/Shougo (Art)",True,Comedy,Sci-Fi,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,"Fantasy,Romance",2652,1648,7.26,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,311272,7.88,1040.0,2339.0,8337.0,Unknown,"May  30, 2018 to ?",[],,"Mishima, Yomu (Story), Monda (Art)",True,Fantasy,Romance,
Matantei Loki Ragnarok,"Comedy,Mystery,Supernatural",2618,3125,7.27,26,24 min. per ep.,TV ,Apr 2003 , Sep 2003,39454,7.31,4620.0,7839.0,2300.0,26,"Mar  29, 2002 to Aug  30, 2004",['Shounen'],Comic Blade,"Kinoshita, Sakura (Story & Art)",True,Comedy,Mystery,Supernatural
Angel Heart,"Action,Drama,Mystery,Romance",2593,4566,7.27,50,23 min. per ep.,TV ,Oct 2005 , Sep 2006,18746,7.45,3282.0,5449.0,3504.0,363,"May  15, 2001 to Aug  6, 2010",['Seinen'],Comic Bunch,"Hojo, Tsukasa (Story & Art)",True,Action,Drama,Mystery
High School! Kimengumi,"Comedy,Romance",2608,8386,7.27,86,25 min. per ep.,TV ,Oct 1985 , Oct 1987,4760,7.51,2802.0,20762.0,549.0,261,"Apr  6, 1982 to Jun  23, 1987",['Shounen'],Shounen Jump (Weekly),"Shinzawa, Motoei (Story & Art)",True,Comedy,Romance,
